FMID,MarketName,street,city,County,State,zip,Season1_Start_Date,Season1_End_Date,Season1Time,Season2_Start_Date,Season2_End_Date,Season2Time,Season3_Start_Date,Season3_End_Date,Season3Time,Season4_Start_Date,Season4_End_Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1003376,DIXIE LEE FARMERS MARKET,12740 KINGSTON PIKE,KNOXVILLE,KNOX,TENNESSEE,37934,05/03/2014,11/01/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,,,,-84.2094222222222,35.8671361111111,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,2014-03-24T21:57:20Z
1004778,DIXON FARMERS MARKET,215 HWY 75,DIXON,RIO ARRIBA,NEW MEXICO,,06/11/2014,10/15/2014,Wed: 8:30 AM-6:30 PM;,,,,,,,,,,-105.887343,36.197487,Private business parking lot,N,Y,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-21T11:32:52Z
1001935,DIXON PARK DISTRICT FARMERS MARKET,317 W THIRD ST,DIXON,LEE,ILLINOIS,61021,May,October,Wed:7:00 AM - 12:00 PM;Sat:7:00 AM - 12:00 PM;,,,,,,,,,,-89.485273,41.841048,Other,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/5/2012 12:17:26 PM
1009316,DLB LAW MARKET IN THE PARK,WASHINGTON PARK,CINCINNATI,,OHIO,45202,,,,,,,,,,,,,-84.5174,39.1087,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T00:00:00Z
1004459,DNR FARMERS MARKET,580 TAYLOR AVE,ANNAPOLIS,ANNE ARUNDEL,MARYLAND,21401,06/05/2014,09/04/2014,Thu: 3:00 PM-6:00 PM;,,,,,,,,,,-76.504862,38.983991,Federal/State government building grounds,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,2014-04-01T07:35:13Z
1010026,DOBSON FARMERS MARKET,302 WEST FOLGER STREET,DOBSON,SURRY,NORTH CAROLINA,27017,04/21/2016,10/27/2016,Thu: 3:00 PM-6:00 PM;,,,,,,,,,,-80.722911,36.394426,,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-06-28T06:43:30Z
1000920,DODDRIDGE COUNTY FFA FARMERS MARKET,FOOTBALL FIELD,WEST UNION,,WEST VIRGINIA,26456,,,,,,,,,,,,,-80.777,39.2966,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1006185,DODGE CITY FARMERS MARKET,WYATT EARP PARKING LOT,DODGE CITY,FORD,KANSAS,,,,,,,,,,,,,,-100.02,37.7581,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1018177,DODGEVILLE FARMERS MARKET,327 N IOWA ST,DODGEVILLE,IOWA,WISCONSIN,,05/01/2017,11/01/2017,Sat: 8:00 AM-11:00 AM;,,,,,,,,,,-90.129889,42.962395,,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,Y,2017-06-20T14:31:07Z
1012333,DOGTOWN FARMERS MARKET,410 MAIN STREET,NORTH LITTLE ROCK,PULASKI,ARKANSAS,72114,04/23/2016,10/22/2016,Sat: 7:00 AM-12:00 PM;,,,,,,,,,,-92.267351,34.757408,,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,2016-07-07T16:52:24Z
1000417,DOHERTY HIGH SCHOOL FARMERS MARKET,4515 BARNES RD,COLORADO SPRINGS,,COLORADO,,,,,,,,,,,,,,-104.744,38.8946,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1005692,DOLGEVILLE FARMERS MARKET,(PARKING LOT) BETWEEN MAIN ST AND HELMER AVE,DOLGEVILLE,HERKIMER,NEW YORK,13329,05/17/2014,10/25/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,,,,-74.7716754,43.1120037,Local government building grounds,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-05-12T13:21:35Z
1007017,DOÑA ANA FARMERS MARKET,DOÑA ANA PLAZA CRISTO REY ST,DOÑA ANA,,NEW MEXICO,,,,,,,,,,,,,,-106.816,32.3864,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1000635,DONNELLSON FARMERS MARKET,RAILROAD PARK ON MAIN STREET,DONNELLSON,LEE,IOWA,52625,,,,,,,,,,,,,-91.5645,40.6462,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1008532,DORA FARMERS MARKET,HWY 181,SYCAMORE,OZARK,MISSOURI,65760,04/06/2013,10/26/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,,,,-92.272695,36.717612,Private business parking lot,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-26T10:47:20Z
1003991,DORCHESTER FIELDS CORNER FARMERS MARKET,PARK STREET SHOPPING CENTER PARKING LOT,DORCHESTER,SUFFOLK,MASSACHUSETTS,02124,July,October,Sat:9:00 AM - 11:30 AM;,,,,,,,,,,-71.0615,42.2987,Private business parking lot,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 12:16:21 PM
1010285,DORCHESTER WINTER FARMERS MARKET,6 NORFOLK ST,DORCHESTER,SUFFOLK,MASSACHUSETTS,02124,01/04/2015,03/29/2015,Sun: 12:00 PM-4:00 PM;,,,,,,,,,,-71.071918,42.290066,Healthcare Institution,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,2014-06-03T16:47:00Z
1006484,DORCHESTER/DORCHESTER HOUSE FARMERS MARKET,DORCHESTER HOUSE 1353 DORCHESTER AVE,DORCHESTER,SUFFOLK,MASSACHUSETTS,02122,06/25/2013,10/15/2013,Tue: 11:30 AM-1:30 PM;,,,,,,,,,,-71.0591923,42.3042921,Healthcare Institution,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/19/2014 12:06:24 PM
1006972,DORCHESTER/GROVE HALL,461 BLUE HILL AVE,DORCHESTER,SUFFOLK,MASSACHUSETTS,02121,,,,,,,,,,,,,-71.083,42.3091,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1012301,DOUGLAS FARMERS MARKET,283 MAIN STREET,DOUGLAS,WORCESTER,MASSACHUSETTS,MA,06/18/2016,10/01/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,,,,-71.7136899,42.0721862,,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,2016-07-07T10:46:38Z
1000300,DOUGLASS FARMERS MARKET,1000 WEST PATERSON STREET,KALAMAZOO,KALAMAZOO,MICHIGAN,49007,06/04/2013,09/24/2013,Tue: 3:00 PM-6:00 PM;,,,,,,,,,,-85.598452,42.303569,Other,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-03-14T16:05:51Z
1010834,DOUGLASS LOOP FARMERS MARKET,2005 DOUGLASS BLVD,LOUISVILLE,JEFFERSON,KENTUCKY,40205,03/14/2015,12/05/2015,Sat: 10:00 AM-2:00 PM;,,,,,,,,,,-85.694272,38.225492,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,2015-02-20T18:11:27Z
1010893,DOUGLASVILLE FARMERS AND ARTISANS MARKET,8700 HOSPITAL DRIVE,DOUGLASVILLE,DOUGLAS,GEORGIA,30135,04/15/2015,11/11/2015,Wed: 4:00 PM-7:00 PM;,,,,,,,,,,-84.7305898,33.7434934,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,2015-03-06T17:57:53Z
1003046,DOUSMAN FARMERS MARKET,HWY 18  AND  67,DOUSMAN,WAUKESHA,WISCONSIN,53118,05/01/2015,10/21/2015,Wed: 2:00 PM-6:00 PM;,,,,,,,,,,-88.4624156,43.0224474,,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,2016-06-30T10:24:42Z
1011289,DOVER COVE FARMERS MARKET,1039 SOUTH ST,DOVER-FOXCROFT,PISCATAQUIS,MAINE,04426,05/23/2015,10/24/2015,Tue: 2:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,,,,-69.230507,45.181431,,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,2015-06-29T16:29:56Z
1009829,DOVER FARMERS MARKET,550 CENTRAL AVENUE,DOVER,ROCKINGHAM,NEW HAMPSHIRE,03820,06/03/2015,10/07/2015,Wed: 2:30 PM-6:00 PM;,,,,,,,,,,-70.875971,43.200765,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,2015-03-31T16:41:41Z
1016793,DOWN TO EARTH MAMARONECK WINTER FARMERS MARKET,168 WEST BOSTON POST RD,MAMARONECK,WESTCHESTER,NEW YORK,10543,01/07/2017,04/15/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,,,,-73.734523,40.947737,,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,2017-01-06T14:30:11Z
1010972,DOWN TO EARTH MORNINGSIDE PARK FARMERS MARKET,110TH STREET AND MANHATTAN AVENUE,MANHATTAN,NEW YORK,NEW YORK,10026,02/04/2017,12/30/2017,Sun: 9:00 AM-3:00 PM;,,,,,,,,,,-73.959648,40.80137,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,N,2017-03-03T14:39:31Z
1016792,DOWN TO EARTH OSSINING WINTER FARMERS MARKET,34 S HIGHLAND AVE,OSSINING,WESTCHESTER,NEW YORK,10562,01/07/2017,04/15/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,,,,-73.8612998,41.1601015,,Y,N,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,2017-01-06T14:22:46Z
1009895,DOWN TO EARTH PARK SLOPE FARMERS MARKET,289 4TH STREET,BROOKLYN,KINGS,NEW YORK,11215,01/08/2017,12/17/2017,Sun: 10:00 AM-4:00 PM;,,,,,,,,,,-73.983796,40.672236,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,3/3/2017 12:45:45 PM
1010961,DOWN TO EARTH PIERMONT FARMERS MARKET,PIERMONT AVE AND ASH ST,PIERMONT,ROCKLAND,NEW YORK,10968,04/23/2017,11/19/2017,Sun: 9:30 AM-3:00 PM;,,,,,,,,,,-73.916031,41.041203,,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,2017-02-02T16:31:38Z
1006655,DOWNEY CFM,SECOND ST AND LA REINA ST,DOWNEY,LOS ANGELES,CALIFORNIA,,,,,,,,,,,,,,-118.134,33.9419,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1016867,DOWNINGTOWN FARMERS MARKET,1 PARK LANE,DOWNINGTOWN,CHESTER,PENNSYLVANIA,19335,03/01/2017,04/22/2017,Sat: 10:00 AM-12:00 PM;,05/06/2017,11/18/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-75.705606,40.007243,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,2017-03-06T15:42:55Z
1010809,DOWNS VILLAGE MARKET,103 W FRANKLIN STREET,DOWNS,MCLEAN,ILLINOIS,61736,06/03/2015,09/30/2015,Wed: 4:00 PM-6:00 PM;,,,,,,,,,,-88.872684,40.394485,,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2015-02-08T15:32:08Z
1009391,DOWNTOWN 3RD FARMERS MARKET,300 E STEWART AVE,LAS VEGAS,,NEVADA,89101,,,,,,,,,,,,,-115.141,36.173,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T00:00:00Z
1000570,ALBANY DOWNTOWN FARMERS MARKET,TRICENTENNIAL PARK AT BROADWAY,ALBANY,ALBANY,NEW YORK,,,,,,,,,,,,,,-73.9079,43.0013,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1009043,DOWNTOWN ALLEN PARK FARMERS MARKET,PARK AVENUE AND HARRISON AVENUE,ALLEN PARK,WAYNE,MICHIGAN,48101,06/05/2015,10/30/2015,Fri: 2:00 AM-7:00 AM;,,,,,,,,,,-83.208989,42.254801,,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,2015-03-31T13:14:12Z
1006153,DOWNTOWN AMORY FARMERS MARKET,1ST AVENUE NORTH,AMORY,MONROE,MISSISSIPPI,38821,,,,,,,,,,,,,-88.4862,33.987,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1010455,DOWNTOWN ANAHEIM CERTIFIED FARMERS MARKET,CENTER STREET PROMENADE AND LEMON STREET,ANAHEIM,ORANGE,CALIFORNIA,92805,01/01/2016,12/31/2016,Thu: 11:00 AM-4:00 PM;,,,,,,,,,,-117.9154545,33.8339308,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2016-07-05T20:02:31Z
1000432,DOWNTOWN APPLETON INDOOR WINTER FARM MARKET,100 COLLEGE AVENUE CITY CENTER PLAZA,APPLETON,OUTAGAMIE,WISCONSIN,54911,11/01/2016,05/27/2017,Sat: 9:00 AM-12:30 PM;,,,,,,,,,,-88.4060597,44.2624663,,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,2016-08-29T16:43:21Z
1008815,DOWNTOWN ARLINGTON FARMERS MARKET,215 E FRONT STREET,ARLINGTON,TARRANT,TEXAS,76010,01/01/2013,12/31/2013,Fri: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,01/02/2014,12/31/2014,Fri: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-97.104737,32.737817,Other,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2013-07-02T18:24:38Z
1009355,DOWNTOWN ASHTABULA FARMERS MARKET,4161 FOX RD,KINGSVILLE,,OHIO,44048,,,,,,,,,,,,,-80.6364,41.8854,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T00:00:00Z
1000439,DOWNTOWN BATAVIA PUBLIC MARKET,CORNER OF ELLICOTT(ROUTE 63)  AND  CENTER STREETS,CITY OF BATAVIA,GENESEE,NEW YORK,14020,,,,,,,,,,,,,-78.1827,42.9948,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-16T10:06:00Z
1004124,DOWNTOWN BAY CITY FARMERS MARKET,318 SIXTH ST,BAY CITY,BAY,MICHIGAN,48708,06/04/2015,10/22/2015,Thu: 10:00 AM-3:00 PM;,,,,,,,,,,-83.8877893,43.5969764,,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,2015-03-30T09:34:41Z
1005160,DOWNTOWN BEAUFORT FARMERS MARKET,1501 BAY STREET,BEAUFORT,BEAUFORT,SOUTH CAROLINA,29902,05/04/2016,10/26/2016,Wed: 2:00 PM-6:00 PM;,,,,,,,,,,-80.679578,32.433759,,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-06-28T08:35:08Z
1012298,DOWNTOWN BEDFORD FARMERS MARKET,124 SOUTH JULIANA STREET,BEDFORD,BEDFORD,PENNSYLVANIA,15522,05/18/2016,10/26/2016,Wed: 9:00 AM-1:00 PM;,,,,,,,,,,-78.503873,40.018113,,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,2016-07-07T10:17:49Z
1003643,DOWNTOWN BELOIT FARMERS MARKET,300 BLOCK OF STATE STREET 400 BLOCK OF EAST GRAND AVENUE GANTRY PARKING LOT,BELOIT,ROCK,WISCONSIN,53511,05/07/2016,10/29/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,,,,-89.035534,42.499658,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,6/29/2016 12:50:50 PM
1001026,DOWNTOWN BERKELEY FARMERS MARKET,CENTER STREET  AND  MARTIN LUTHER KING JR WAY,BERKELEY,ALAMEDA,CALIFORNIA,94704,01/01/2014,12/31/2014,Sat: 10:00 AM-3:00 PM;,,,,,,,,,,-122.2727922,37.8696915,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,2016-06-27T13:48:35Z
1009172,DOWNTOWN BIG RAPIDS FARMERS MARKET,226 N MICHIGAN AVE,BIG RAPIDS,,MICHIGAN,49307,,,,,,,,,,,,,-85.4819,43.6999,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T00:00:00Z
1000288,DOWNTOWN BINGHAMTON FARMERS MARKET,52 COURT STREET,BINGHAMTON,BROOME,NEW YORK,13901,,,,,,,,,,,,,-75.9095,42.0985,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1018232,DOWNTOWN BLOOMINGTON ASSOCIATION FARMERS MARKET,200 N MAIN STREET,BLOOMINGTON,MCLEAN,ILLINOIS,61701,05/06/2017,10/28/2017,Sat: 7:30 AM-12:00 PM;,,,,,,,,,,-88.9941508,40.4800081,,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,2017-06-20T17:10:35Z
1018236,DOWNTOWN BLOOMINGTON FARMERS MARKET INDOOR,101 SOUTH MADISON STREET,BLOOMINGTON,MCLEAN,ILLINOIS,61701,11/18/2017,04/21/2018,Sat: 10:00 AM-12:00 PM;,,,,,,,,,,-88.996402,40.478456,,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,2017-06-20T17:17:55Z
1004524,DOWNTOWN BOWLING GREEN FARMERS MARKET,SOUTH MAIN STREET,BOWLING GREEN,WOOD,OHIO,43402,05/21/2014,10/15/2014,Wed: 4:00 PM-7:00 PM;,,,,,,,,,,-83.650031,41.372751,Private business parking lot,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,2014-05-23T01:04:17Z
1009176,DOWNTOWN BUDA FARMERS MARKET,121 N MAIN STREET,BUDA,,TEXAS,78610,,,,,,,,,,,,,-97.8433,30.0811,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T00:00:00Z
1004276,DOWNTOWN BUFFALO COUNTRY MARKET,MAIN STREET AT COURT AND CHURCH STREET,BUFFALO,ERIE,NEW YORK,14203,May,October,Tue:8:00 AM - 2:30 PM;Thu:8:00 AM - 2:30 PM;,,,,,,,,,,-78.87492,42.88417,Other,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2012-04-26T15:14:26Z
1000769,BURLINGTON DOWNTOWN FARMERS MARKET,WASHINGTON  AND  PINE STREETS,BURLINGTON,RACINE,WISCONSIN,53105,05/02/2013,10/31/2013,Thu: 3:00 PM-7:00 PM;,,,,,,,,,,-88.276064,42.678463,Other,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-24T16:14:36Z
1006427,DOWNTOWN CHICO THURSDAY NIGHT MARKET,BROADWAY BETWEEN 2ND  AND  5TH STREET,CHICO,BUTTE,CALIFORNIA,95928,04/03/2014,09/25/2014,Thu: 6:00 PM-9:00 PM;,,,,,,,,,,-121.840525,39.728974,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,2014-04-15T13:18:42Z
1001410,DOWNTOWN CITY MARKET,6TH  AND  CHERRY STREETS,WINSTON-SALEM,FORSYTH,NORTH CAROLINA,27109,,,,,,,,,,,,,-80.2476,36.1012,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1005013,DOWNTOWN CLEARFIELD FARMERS MARKET,140 EAST CENTER STREET (APPROXIMATELY),CLEARFIELD,DAVIS,UTAH,84015,,,,,,,,,,,,,-112.018,41.1073,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-12T19:04:00Z
1008507,DOWNTOWN CLEARWATER FARMERS MARKET,500 BLOCK CLEVELAND ST,CLEARWATER,PINELLAS,FLORIDA,33757,,,,,,,,,,,,,-82.7998012,27.9657334,Closed-off public street,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-25T19:40:17Z
1000589,DOWNTOWN CLERMONT FARMERS MARKET,691 W MONTROSE STREET,CLERMONT,LAKE,FLORIDA,34712,,,,,,,,,,,,,-81.767753,28.554926,Closed-off public street,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,2013-06-11T15:18:35Z
1010837,DOWNTOWN CLEVELAND FARMERS MARKET,5TH STREET ARCADES 530 EUCLID AVENUE,CLEVELAND,CUYAHOGA,OHIO,44115,01/01/2015,12/31/2015,Fri: 11:00 AM-2:00 PM;,,,,,,,,,,-81.689137,41.4991795,,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,2015-02-23T13:52:29Z
1005112,COLUMBUS DOWNTOWN FARMERS MARKET,222 WEST JAMES ST,COLUMBUS,COLUMBIA,WISCONSIN,53925,June,October,Wed:3:00 pm - 6:00 pm;,,,,,,,,,,-89.0159,43.3396,Private business parking lot,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2011-05-04T16:37:28Z
1007589,DOWNTOWN CUMBERLAND,100 BALTIMORE STREET,CUMBERLAND,ALLEGANY,MARYLAND,21502,,,,,,,,,,,,,-76.8194,39.0641,Private business parking lot,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011-08-09T10:41:04Z
1012519,DOWNTOWN DALTON FARMERS MARKET,117 NORTH SELVIDGE STREET,DALTON,WHITFIELD,GEORGIA,30720,05/07/2016,08/27/2016,Tue: 4:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,,,,-84.9709565,34.771746,,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-07-13T10:31:13Z
1002641,DOWNTOWN DANVILLE FARMERS MARKET,319 N VERMILION STREET,DANVILLE,VERMILION,ILLINOIS,61832,05/17/2014,10/04/2014,Tue: 2:00 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,,,,-87.62994,40.13039,Educational institution,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,2014-05-19T15:26:22Z
